ResponseId,MainBranch,Employment,Country,US_State,UK_Country,EdLevel,Age1stCode,LearnCode,YearsCode,YearsCodePro,DevType,OrgSize,Currency,CompTotal,CompFreq,LanguageHaveWorkedWith,LanguageWantToWorkWith,DatabaseHaveWorkedWith,DatabaseWantToWorkWith,PlatformHaveWorkedWith,PlatformWantToWorkWith,WebframeHaveWorkedWith,WebframeWantToWorkWith,MiscTechHaveWorkedWith,MiscTechWantToWorkWith,ToolsTechHaveWorkedWith,ToolsTechWantToWorkWith,NEWCollabToolsHaveWorkedWith,NEWCollabToolsWantToWorkWith,OpSys,NEWStuck,NEWSOSites,SOVisitFreq,SOAccount,SOPartFreq,SOComm,NEWOtherComms,Age,Gender,Trans,Sexuality,Ethnicity,Accessibility,MentalHealth,SurveyLength,SurveyEase,ConvertedCompYearly
1553,I am a developer by profession,Employed full-time,Russian Federation,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,10,6,"Developer, back-end;DevOps specialist",2 to 9 employees,RUB	Russian ruble,150000,Monthly,Bash/Shell;Java;SQL,Go;Java,MySQL,MongoDB,AWS;DigitalOcean,AWS,Spring,Spring,NA,NA,Docker;Git,Docker;Git,IntelliJ,IntelliJ,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,NA,Appropriate in length,Easy,28308
1554,I am a developer by profession,Employed full-time,Serbia,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,"Other online resources (ex: videos, blogs, etc);Friend or family member;Online Courses or Certification;Colleague",18,16,"Developer, full-stack",500 to 999 employees,EUR European Euro,6000,Monthly,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Bash/Shell;C#;HTML/CSS;JavaScript;PowerShell;Python;SQL,Microsoft SQL Server,Microsoft SQL Server,Microsoft Azure,Microsoft Azure,ASP.NET;ASP.NET Core ;jQuery,ASP.NET Core ;jQuery;React.js,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Docker;Git;Kubernetes,Docker;Git;Kubernetes,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it,Stack Overflow,A few times per week,Yes,A few times per month or weekly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Too long,Easy,77832
1555,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Japan,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",25 - 34 years,School,11,4,"Scientist;Student;Engineer, site reliability","Just me - I am a freelancer, sole proprietor, etc.",JPY	Japanese yen,NA,Monthly,Bash/Shell;C;C#;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;SQL;TypeScript,NA,MariaDB;MongoDB;MySQL;SQLite,NA,Google Cloud Platform;Heroku,NA,ASP.NET;ASP.NET Core ;Django;Express;jQuery;Laravel;React.js;Vue.js,NA,.NET Framework;.NET Core / .NET 5;Qt;React Native,NA,Docker;Git;Unity 3D,NA,Eclipse;IntelliJ;NetBeans;Notepad++;Sublime Text;Visual Studio;Visual Studio Code,NA,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,A few times per week,Not sure,No,25-34 years old,Man;Woman,"Or, in your own words:",Prefer to self-describe:,East Asian,None of the above,I have a concentration and/or memory disorder (e.g. ADHD),Appropriate in length,Neither easy nor difficult,NA
1556,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,Something else,11 - 17 years,"Other online resources (ex: videos, blogs, etc);Online Courses or Certification;Other (please specify):",10,7,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,GBP	Pound sterling,43000,Yearly,Delphi;HTML/CSS;JavaScript;PHP;SQL;TypeScript,Go;HTML/CSS;JavaScript;Python;Rust;SQL;TypeScript,MySQL;PostgreSQL;SQLite,Cassandra;DynamoDB;Elasticsearch;PostgreSQL;Redis,DigitalOcean,AWS;Microsoft Azure,Angular.js;jQuery;Laravel;Symfony;Vue.js,Express;React.js,Cordova,React Native,Docker;Git,Docker;Git,IntelliJ;Notepad++;PHPStorm;Sublime Text;Visual Studio;Visual Studio Code;Webstorm,IntelliJ;PHPStorm;Webstorm,MacOS,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Less than once per month or monthly,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,"White or of European descent;Multiracial;Hispanic or Latino/a/x;Or, in your own words:",None of the above,None of the above,Appropriate in length,Easy,55582
1557,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Hungary,NA,NA,Some college/university study without earning a degree,11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Courses or Certification",12,5,"Developer, front-end;Developer, full-stack;Developer, back-end",2 to 9 employees,USD	United States dollar,120000,Yearly,HTML/CSS;JavaScript;Node.js;PHP;Ruby;TypeScript,HTML/CSS;JavaScript;Node.js;TypeScript,Firebase;MariaDB;MySQL;Redis,NA,DigitalOcean;Heroku,AWS,Express;Gatsby;jQuery;React.js;Ruby on Rails;Vue.js,Express;React.js;Vue.js,NA,NA,Docker;Git,Docker;Git;Kubernetes,IntelliJ;Visual Studio,IntelliJ,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Meditate;Play games;Panic,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent;Hispanic or Latino/a/x,None of the above,None of the above,Appropriate in length,Easy,120000
1558,I am a student who is learning to code,"Student, full-time",Bahrain,NA,NA,"Secondary school (e.g. American high school, German Realschule or Gymnasium, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);School;Online Forum;Online Courses or Certification",3,NA,NA,NA,NA,NA,NA,HTML/CSS;Java;SQL,Assembly;C;C#;C++;Go;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;R;Ruby;SQL,Oracle,Microsoft SQL Server;MySQL;Oracle;PostgreSQL,Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure;Oracle Cloud Infrastructure,NA,NA,NA,NA,Git,Docker;Git;Unity 3D;Unreal Engine,Android Studio;IntelliJ;Visual Studio Code,Android Studio;IntelliJ;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later;Play games,Stack Overflow;Stack Exchange,Multiple times per day,Yes,A few times per week,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,Middle Eastern,None of the above,None of the above,Appropriate in length,Easy,NA
1559,I am a developer by profession,Employed full-time,United Kingdom of Great Britain and Northern Ireland,NA,England,Something else,5 - 10 years,"Other online resources (ex: videos, blogs, etc)",12,2,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Designer",2 to 9 employees,GBP	Pound sterling,2000,Monthly,C#;HTML/CSS;JavaScript;SQL,C;C#;C++;HTML/CSS;JavaScript;TypeScript,Microsoft SQL Server;SQLite,Microsoft SQL Server;MongoDB;MySQL;SQLite,NA,NA,Angular.js;ASP.NET;jQuery,Angular.js;ASP.NET;ASP.NET Core ,.NET Framework,.NET Framework;.NET Core / .NET 5,Git,Git;Xamarin,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later;Other (please specify):,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,I have never participated in Q&A on Stack Overflow,"Yes, somewhat",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,31020
1560,I am a developer by profession,Employed full-time,Russian Federation,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,School,16,11,"Developer, mobile;Developer, desktop or enterprise applications;Developer, full-stack;Developer, back-end;Database administrator;Developer, embedded applications or devices;DevOps specialist;Engineer, site reliability;System administrator","1,000 to 4,999 employees",RUB	Russian ruble,230000,Monthly,C;C#;Go;Objective-C;Swift,C;C#;Go;Objective-C;Swift,Cassandra;Elasticsearch;PostgreSQL;Redis;SQLite,Cassandra;Elasticsearch;PostgreSQL;Redis;SQLite,NA,NA,NA,NA,.NET Framework;.NET Core / .NET 5,.NET Framework;.NET Core / .NET 5,Ansible;Docker;Git;Kubernetes,Ansible;Docker;Git;Kubernetes,Visual Studio;Visual Studio Code;Xcode,Visual Studio;Visual Studio Code;Xcode,MacOS,Visit Stack Overflow;Google it;Do other work and come back later,Stack Overflow,Daily or almost daily,Yes,A few times per week,"Yes, somewhat",Yes,25-34 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,43404
1561,I am a developer by profession,Employed full-time,United States of America,Colorado,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Other (please specify):,25,13,"Developer, desktop or enterprise applications;Developer, full-stack",500 to 999 employees,USD	United States dollar,97000,Yearly,Bash/Shell;C#;C++;HTML/CSS;Java;JavaScript;Matlab;Node.js;Perl;PHP;Python;SQL;TypeScript,Bash/Shell;C++;HTML/CSS;Java;JavaScript;Node.js;PHP;Python;Rust;SQL;TypeScript,Cassandra;Elasticsearch;Microsoft SQL Server;PostgreSQL;Redis,Cassandra;Elasticsearch;Microsoft SQL Server;PostgreSQL,Google Cloud Platform,AWS;Microsoft Azure,ASP.NET;Drupal;jQuery;React.js,ASP.NET Core ;jQuery;React.js,.NET Framework;.NET Core / .NET 5;NumPy,.NET Core / .NET 5;NumPy,Chef;Git,Chef;Docker;Git;Kubernetes;Terraform,IPython/Jupyter;Notepad++;Vim;Visual Studio;Visual Studio Code,IPython/Jupyter;Notepad++;Vim;Visual Studio Code,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow;Stack Exchange,Multiple times per day,Yes,Daily or almost daily,"Yes, definitely",No,35-44 years old,Woman,No,NA,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,97000
1562,I am a developer by profession,Employed full-time,India,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",5 - 10 years,"Other online resources (ex: videos, blogs, etc);Online Forum",7,Less than 1 year,"Developer, mobile;Developer, front-end;Developer, desktop or enterprise applications;Developer, full-stack;Engineer, data;Other (please specify):;Data scientist or machine learning specialist;Developer, back-end;Academic researcher;Database administrator;Scientist;Student;Developer, QA or test;Developer, game or graphics;Developer, embedded applications or devices;DevOps specialist;Data or business analyst;Designer;Engineering manager;Engineer, site reliability;System administrator;Product manager;Senior Executive (C-Suite, VP, etc.);Educator;Marketing or sales professional","10,000 or more employees",INR	Indian rupee,NA,Yearly,Assembly;C;C++;Java;JavaScript;Kotlin;Objective-C;PHP;Python;R;SQL,NA,DynamoDB;Firebase;Microsoft SQL Server;MongoDB;MySQL;Oracle;PostgreSQL,NA,AWS;DigitalOcean;Google Cloud Platform;Microsoft Azure,NA,NA,NA,Hadoop;TensorFlow;Torch/PyTorch,NA,Kubernetes;Terraform,NA,Android Studio,NA,Windows,Visit Stack Overflow;Google it,Stack Overflow;Stack Exchange;Stack Overflow for Teams (private knowledge sharing & collaboration platform for companies),Daily or almost daily,Yes,Daily or almost daily,"Yes, definitely",Yes,18-24 years old,Man,No,Straight / Heterosexual,I don't know,None of the above,None of the above,Too long,Neither easy nor difficult,NA
1563,I am a developer by profession,Employed full-time,Italy,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,"Other online resources (ex: videos, blogs, etc);Friend or family member",10,3,"Developer, front-end;Developer, full-stack;Developer, back-end",20 to 99 employees,EUR European Euro,24000,Yearly,C#;HTML/CSS;Node.js;PowerShell;TypeScript,C#;Node.js;PowerShell;TypeScript,Microsoft SQL Server;Redis,Elasticsearch;Microsoft SQL Server;Redis,Microsoft Azure,Microsoft Azure,Angular;ASP.NET Core ;Express,Angular;ASP.NET Core ;Express,.NET Core / .NET 5;Cordova,.NET Core / .NET 5,Docker;Git,Docker;Git;Kubernetes,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio;Visual Studio Code,Windows,Call a coworker or friend;Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later;Meditate,Stack Overflow;Stack Exchange,A few times per week,Yes,Less than once per month or monthly,"Yes, somewhat",No,25-34 years old,Man,No,NA,White or of European descent,None of the above,I have autism / an autism spectrum disorder (e.g. Asperger's),Appropriate in length,Easy,25944
1564,None of these,NA,United States of America,Washington,NA,NA,5 - 10 years,NA,NA,NA,NA,NA,NA,NA,NA,Assembly;Bash/Shell;HTML/CSS;Java;JavaScript;Python,Assembly;Bash/Shell;Go;HTML/CSS;Java;JavaScript;Python,NA,NA,Google Cloud Platform,NA,Django;Flask,Flask,NA,NA,Git,Git,Android Studio;Notepad++;Visual Studio;Visual Studio Code,Android Studio;Visual Studio Code,Windows,Visit Stack Overflow;Google it;Visit another developer community (please name):,Stack Overflow;Stack Exchange,A few times per week,Not sure/can't remember,NA,"No, not really",Yes,Under 18 years old,Man,No,NA,NA,None of the above,NA,Appropriate in length,Easy,NA
1565,"I am not primarily a developer, but I write code sometimes as part of my work",Employed full-time,Poland,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",11 - 17 years,Online Courses or Certification;Other (please specify):,22,7,"Developer, back-end;DevOps specialist;Data or business analyst;Product manager","10,000 or more employees",PLN	Polish zloty,5000,Monthly,JavaScript;Node.js;Python;SQL;TypeScript,JavaScript;Python,Couchbase;MariaDB;MongoDB;PostgreSQL;SQLite,Couchbase;PostgreSQL;SQLite,NA,NA,Django;Express;Vue.js,Django;Express;Vue.js,Pandas,Pandas,Docker;Git,Docker;Git;Kubernetes,Android Studio;Atom;Notepad++;PyCharm;Vim;Visual Studio Code,Notepad++;PyCharm;Vim,Windows,Visit Stack Overflow;Google it;Watch help / tutorial videos;Do other work and come back later,Stack Overflow,A few times per week,Yes,Less than once per month or monthly,"Yes, definitely",No,35-44 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,None of the above,Appropriate in length,Easy,15192
1566,I am a developer by profession,Employed full-time,India,NA,NA,"Master’s degree (M.A., M.S., M.Eng., MBA, etc.)",18 - 24 years,School,16,10,Data scientist or machine learning specialist,"10,000 or more employees",INR	Indian rupee,1800000,Yearly,Java;Python;SQL,Python;R;Scala;SQL,Cassandra;Microsoft SQL Server;MySQL,Microsoft SQL Server;MySQL,AWS;Google Cloud Platform;IBM Cloud or Watson;Microsoft Azure,AWS;Google Cloud Platform;Microsoft Azure,Flask,Flask,Apache Spark;NumPy;Pandas;TensorFlow;Torch/PyTorch,Apache Spark;Keras;NumPy;Pandas;TensorFlow;Torch/PyTorch,Docker,Docker;Kubernetes,Eclipse;IntelliJ;IPython/Jupyter;NetBeans;PyCharm;RStudio,IPython/Jupyter;PyCharm,MacOS,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Watch help / tutorial videos,Stack Overflow,Multiple times per day,Yes,I have never participated in Q&A on Stack Overflow,"Yes, definitely",No,25-34 years old,Man,No,Straight / Heterosexual,South Asian,None of the above,None of the above,Too long,Easy,25131
1567,I am a developer by profession,Employed full-time,United States of America,Wisconsin,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School,15,11,"Developer, full-stack",500 to 999 employees,USD	United States dollar,70000,Monthly,Bash/Shell;C#;Crystal;HTML/CSS;JavaScript;PowerShell;SQL;TypeScript,Bash/Shell;C#;F#;HTML/CSS;Java;JavaScript;SQL;Swift;TypeScript,Microsoft SQL Server,Microsoft SQL Server;MySQL,NA,NA,ASP.NET;jQuery;Vue.js,ASP.NET;ASP.NET Core ;jQuery;Vue.js,.NET Framework,.NET Framework;.NET Core / .NET 5,Git,Docker;Git;Unity 3D,Notepad++;Visual Studio;Visual Studio Code,Notepad++;Visual Studio,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it;Do other work and come back later,Stack Overflow;Stack Exchange,A few times per week,Yes,A few times per month or weekly,"Yes, somewhat",No,35-44 years old,Man,Yes,Bisexual,White or of European descent,None of the above,None of the above,Appropriate in length,Neither easy nor difficult,840000
1568,I am a developer by profession,"Independent contractor, freelancer, or self-employed",Brazil,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",11 - 17 years,School;Colleague,10,6,"Engineer, data;DevOps specialist","10,000 or more employees",BRL	Brazilian real,20000,Monthly,C#;HTML/CSS;Java;JavaScript;Kotlin;Node.js;PowerShell;SQL;TypeScript,Bash/Shell;Python;SQL,Couchbase;Microsoft SQL Server;MongoDB;MySQL;Redis;SQLite,Redis,NA,NA,Angular;Angular.js;ASP.NET;ASP.NET Core ;jQuery;Spring,NA,Apache Spark;Hadoop;Pandas,Apache Spark;Hadoop;Pandas;TensorFlow,Ansible;Docker;Git;Terraform,Ansible;Docker;Git;Kubernetes;Terraform,Android Studio;Eclipse;IntelliJ;IPython/Jupyter;Notepad++;PyCharm;Visual Studio;Visual Studio Code,IntelliJ;IPython/Jupyter;PyCharm,Linux-based,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow,Multiple times per day,Yes,Multiple times per day,"Yes, definitely",No,18-24 years old,Man,No,Straight / Heterosexual,White or of European descent,None of the above,I have an anxiety disorder,Appropriate in length,Easy,54972
1569,I am a developer by profession,Employed full-time,Ethiopia,NA,NA,"Bachelor’s degree (B.A., B.S., B.Eng., etc.)",18 - 24 years,Online Forum;Friend or family member;Other (please specify):,15,10,"Developer, full-stack",20 to 99 employees,ETB	Ethiopian birr,NA,NA,C#;C++;HTML/CSS;JavaScript;TypeScript,C#;HTML/CSS;JavaScript;Kotlin;Rust;TypeScript,Microsoft SQL Server,Microsoft SQL Server;PostgreSQL,AWS,NA,ASP.NET Core ;React.js;Svelte,ASP.NET Core ;Svelte,.NET Framework;.NET Core / .NET 5,.NET Core / .NET 5,Git;Yarn,Git;Yarn,Notepad++;Rider;Sublime Text;Visual Studio Code;Webstorm,Rider;Sublime Text;Webstorm,Windows,Visit Stack Overflow;Go for a walk or other physical activity;Google it,Stack Overflow;Stack Exchange,Daily or almost daily,Yes,A few times per week,"Yes, definitely",Yes,25-34 years old,Man,No,Straight / Heterosexual,Black or of African descent,None of the above,None of the above,Appropriate in length,Easy,NA
